size_sqm,bedrooms,location,price
175.29,7,Downtown,678109.26
145.95,6,City Center,500818.19
113.32,4,Industrial,212083.92
125.87,6,City Center,433439.64
168.26,7,Rural,238172.36
87.32,4,Downtown,339028.01
134.75,5,Suburban,327734.86
104.27,3,Downtown,392536.57
121.15,5,Suburban,293256.59
171.14,7,Downtown,666714.26
127.64,5,Suburban,314067.93
121.86,5,City Center,421380.39
65.61,3,City Center,219078.26
149.85,5,City Center,501359.43
145.82,7,City Center,515154.1
206.53,8,Downtown,802911.66
107.69,5,Suburban,274066.74
128.77,5,City Center,445423.04
129.98,6,Downtown,524633.72
183.1,8,Suburban,437193.26
116.19,5,Downtown,461813.63
131.16,5,City Center,439835.58
144.32,6,Rural,213018.86
127.46,4,Downtown,479332.28
102.14,4,City Center,345702.97
127.76,5,Industrial,251610.4
162.95,7,Suburban,401764.54
78.94,3,City Center,259904.16
125.32,5,Industrial,243951.18
92.0,4,Downtown,369088.09
167.8,6,Downtown,652176.53
59.07,2,Industrial,99762.79
97.64,4,Industrial,192493.69
135.09,5,Suburban,317343.95
182.62,8,Downtown,709189.36
117.37,5,Industrial,223151.98
97.79,3,Rural,130957.02
195.25,7,Rural,273862.28
62.08,3,Industrial,124773.17
32.05,1,Suburban,81925.52
137.6,6,Downtown,547807.02
99.92,4,Rural,139574.83
79.15,4,Industrial,160685.03
148.33,5,Industrial,274320.39
129.75,6,City Center,442339.09
97.44,5,Industrial,195890.28
68.79,2,Suburban,154527.65
154.9,7,Rural,229535.29
146.01,6,City Center,497487.14
116.03,4,Rural,151423.97
193.87,8,Rural,278333.48
77.2,4,Suburban,199484.22
58.98,2,Industrial,113432.49
92.32,4,Suburban,223611.35
118.18,4,Industrial,215178.84
129.73,4,City Center,433676.73
110.35,4,Suburban,267567.12
134.08,5,Suburban,315601.43
69.94,2,Downtown,266155.48
177.75,8,Suburban,435274.17
116.71,5,Downtown,453701.84
164.69,7,Industrial,326782.75
133.71,5,Industrial,255993.52
138.27,6,Industrial,269867.19
142.79,5,Downtown,548800.42
137.91,7,Industrial,286780.51
145.71,5,Rural,203964.91
173.17,8,Suburban,432086.2
127.86,5,Downtown,507401.96
148.36,5,Industrial,265860.23
116.41,5,Rural,171389.57
177.6,7,Suburban,417937.38
92.94,4,Suburban,233226.62
192.04,8,Industrial,359651.43
118.39,5,Rural,160681.68
62.77,2,Downtown,236536.49
125.12,5,Industrial,235349.26
92.76,4,Suburban,232642.87
153.63,6,Suburban,375129.48
93.9,3,Suburban,214734.08
102.15,4,Industrial,195530.99
44.42,1,City Center,143435.11
101.91,5,City Center,345930.24
30.0,2,City Center,101083.0
56.64,2,Rural,85439.89
150.42,6,Industrial,278935.88
151.43,6,Suburban,361452.01
137.02,6,Rural,203610.3
81.32,4,City Center,287406.86
118.09,5,Downtown,472360.41
119.86,6,Rural,175705.9
73.67,3,Rural,112485.41
180.14,7,Industrial,342922.9
155.09,6,Rural,221611.49
111.16,5,Industrial,223764.15
121.08,5,Downtown,464992.02
128.34,5,Suburban,300689.62
38.33,2,Suburban,96143.21
110.11,4,City Center,374443.71
92.72,4,City Center,326741.89
79.94,4,Downtown,319668.2
108.76,4,Suburban,261646.98
191.91,8,City Center,661967.38
145.63,5,Rural,196020.71
97.15,4,Industrial,193088.26
142.9,5,City Center,483613.93
175.97,6,Downtown,672030.76
156.99,6,Suburban,364998.69
122.39,4,Downtown,475257.25
94.12,3,Industrial,163510.79
147.93,6,Industrial,290823.4
135.74,6,Downtown,542306.95
155.81,6,City Center,519906.19
145.41,5,City Center,478954.62
161.98,7,Suburban,393694.22
98.59,4,Suburban,237283.18
172.7,7,Rural,239999.76
127.9,5,Rural,171952.98
203.01,8,Suburban,490967.87
92.43,4,Rural,131927.49
189.44,8,Downtown,733426.93
127.92,5,City Center,435525.29
93.94,5,Rural,144810.28
100.64,4,Rural,133110.57
107.19,4,Downtown,406376.38
136.97,6,Industrial,270436.96
140.91,6,Suburban,350915.84
97.05,4,Downtown,370143.0
119.03,6,Industrial,238531.72
205.69,8,Downtown,801382.85
189.1,7,City Center,643840.18
137.45,6,Downtown,541546.31
121.52,5,Downtown,477686.49
124.8,4,City Center,406188.76
144.54,5,Suburban,335323.44
79.09,3,Industrial,152944.45
109.7,4,Rural,146060.94
53.26,2,Suburban,136357.27
135.97,6,Downtown,544111.24
145.89,5,Rural,195476.84
100.67,3,City Center,323510.62
182.96,7,Suburban,443850.94
70.97,3,Industrial,131617.06
61.43,2,Suburban,142462.01
128.98,6,Suburban,322253.15
161.88,7,Rural,227587.93
187.36,8,City Center,638759.32
101.64,5,City Center,360768.89
163.15,8,Suburban,414741.47
118.46,5,City Center,413782.98
113.09,5,Rural,163435.91
155.35,6,Rural,212699.4
146.09,6,Industrial,278281.37
56.94,3,City Center,206098.94
179.06,6,Industrial,326808.42
175.2,7,Downtown,689144.79
94.98,4,Rural,136994.49
135.83,6,Suburban,322233.28
139.76,5,Rural,184873.21
130.43,6,Downtown,507849.33
97.99,4,Suburban,234031.59
93.14,4,City Center,325491.2
118.98,5,City Center,414147.51
166.91,7,Rural,241129.16
141.74,7,Suburban,357986.01
105.18,5,Suburban,251184.85
150.87,6,Industrial,287609.92
30.0,2,Downtown,115969.0
165.95,6,City Center,548443.88
50.41,3,Rural,70665.45
105.5,4,Suburban,251310.72
75.21,3,City Center,248300.61
68.21,2,Rural,93521.74
166.43,7,City Center,568093.21
101.29,4,Rural,149514.95
133.86,5,City Center,447485.47
118.12,5,Industrial,219615.77
139.08,5,Downtown,534541.72
123.07,5,City Center,414571.63
68.68,3,Downtown,277730.09
159.85,7,City Center,541289.02
100.25,4,Suburban,247367.47
57.74,2,Industrial,108931.09
102.88,4,Industrial,197224.09
180.03,7,Downtown,708517.37
154.01,7,Suburban,373230.74
106.05,5,Rural,152280.91
106.03,4,Industrial,200323.54
107.13,5,Suburban,270105.2
203.07,8,Suburban,484935.84
135.28,5,Downtown,529821.96
137.2,5,Suburban,331755.33
161.21,6,Suburban,389242.68
129.55,4,Rural,170517.57
109.64,5,Downtown,437701.1
112.15,4,Downtown,424320.02
117.14,5,Suburban,280817.9
118.51,5,Rural,166618.11
149.11,6,City Center,502820.55
122.08,4,Industrial,218373.75
149.31,6,Downtown,587620.61
116.77,5,Rural,161680.34
123.15,4,Rural,168011.41
40.07,2,Suburban,100164.95
156.65,6,Industrial,300337.66
133.86,5,Downtown,508969.39
159.92,6,City Center,545493.21
30.0,1,Suburban,63233.0
203.53,8,Downtown,794500.46
114.42,5,Downtown,445659.45
164.33,6,Rural,217266.31
78.4,4,Industrial,162802.64
144.51,7,City Center,507254.87
77.86,3,Industrial,149793.07
95.05,4,Rural,141521.24
196.56,7,City Center,667730.76
112.37,5,City Center,380419.11
128.7,5,Suburban,313034.63
154.8,6,City Center,531213.13
139.83,5,Downtown,545526.46
126.02,5,Industrial,233458.13
134.6,5,Industrial,242162.66
216.14,8,Suburban,505123.25
117.7,4,City Center,384463.74
128.04,5,Rural,174546.96
162.03,6,Downtown,624248.62
164.22,7,Suburban,398448.07
167.48,7,City Center,563292.64
145.55,5,Rural,190363.21
74.28,3,City Center,252839.41
185.34,8,Suburban,455962.52
74.15,3,Rural,97420.18
132.11,6,Rural,199205.42
89.83,4,Rural,134055.97
117.43,4,Rural,164713.47
133.15,5,City Center,448819.49
132.85,5,Rural,184799.29
136.88,5,City Center,460598.49
184.55,8,Rural,264199.45
138.14,6,Rural,202044.37
110.23,4,Suburban,269394.47
158.56,6,City Center,533461.46
167.58,7,City Center,576196.46
70.9,3,Industrial,130980.53
143.9,6,Suburban,350714.01
148.05,6,City Center,502206.73
108.1,4,Suburban,249747.92
175.03,7,Suburban,411405.55
114.0,5,Suburban,270981.55
125.02,5,Downtown,489102.7
113.08,5,City Center,381353.38
120.62,5,Suburban,295138.32
76.15,3,Downtown,295210.49
62.4,2,Downtown,242454.88
183.78,7,Rural,245143.2
86.12,4,Rural,132812.55
80.34,4,City Center,273783.92
33.86,1,Rural,41646.4
94.44,3,City Center,320972.59
67.08,2,Downtown,257307.43
185.68,8,Downtown,733105.12
160.39,7,City Center,546517.05
92.47,4,Rural,128321.99
210.1,8,Rural,296974.43
159.27,6,City Center,546216.86
107.01,3,Industrial,198641.12
30.0,1,Rural,45861.0
211.64,8,Suburban,506740.41
64.42,2,Rural,77719.1
54.18,1,Industrial,95713.08
160.9,7,Downtown,638321.86
217.59,8,Downtown,846077.34
175.37,8,Downtown,688820.19
142.56,6,Rural,203027.36
143.79,6,Downtown,559420.61
154.14,6,Industrial,286458.93
150.36,6,Industrial,279889.72
131.25,5,Rural,191084.66
124.17,5,Suburban,290852.09
117.5,4,Rural,163368.27
89.84,4,Downtown,354600.96
108.77,4,Rural,147611.0
52.28,2,Industrial,101156.59
116.07,4,Rural,157088.41
80.46,4,Rural,115664.36
75.86,3,Suburban,188290.85
127.2,6,Industrial,254518.65
175.68,7,City Center,596377.27
156.73,5,City Center,520898.99
57.18,3,Industrial,116044.96
80.41,3,City Center,267454.62
157.63,6,Downtown,613251.97
80.7,3,City Center,278428.51
111.01,5,Downtown,442592.36
142.0,6,Industrial,279708.13
81.27,4,City Center,284277.67
124.22,6,City Center,433968.06
66.64,2,Downtown,256173.43
95.95,4,Downtown,367510.53
132.79,6,Rural,193195.28
56.28,1,Suburban,113390.5
137.62,5,City Center,461236.97
119.21,4,Suburban,268519.98
142.1,5,Suburban,328076.2
128.96,5,City Center,436972.7
174.57,7,Downtown,689699.66
125.01,5,Rural,172684.98
102.82,4,Industrial,185815.67
124.89,6,City Center,440462.7
141.73,7,City Center,494795.76
121.95,4,Industrial,228343.6
121.62,6,Suburban,293720.34
91.92,3,Rural,123544.33
93.48,4,Suburban,233620.93
63.9,3,Industrial,132920.68
189.98,7,Industrial,357637.6
70.25,3,Rural,108044.47
92.28,4,Industrial,182942.69
91.26,3,Industrial,175362.56
155.8,6,Rural,223415.98
108.2,4,City Center,358573.04
169.91,6,Suburban,403030.37
93.06,4,City Center,315815.13
131.16,5,City Center,434319.3
86.59,3,Suburban,194633.24
205.81,8,City Center,702822.9
72.5,3,Rural,107499.06
132.39,5,Suburban,308257.66
145.35,6,Downtown,574575.76
136.55,6,City Center,466230.89
112.59,5,Industrial,213725.74
114.81,4,Suburban,267353.34
121.75,4,Downtown,470985.61
114.12,5,Industrial,227503.88
158.56,7,Downtown,633836.08
208.42,8,City Center,704419.76
97.7,4,Industrial,194972.49
65.21,2,City Center,220139.64
116.47,5,Industrial,227135.08
223.19,8,Suburban,534610.75
87.85,3,Rural,115285.02
185.56,8,Rural,274401.67
187.11,7,Downtown,730026.11
97.86,4,Industrial,196184.71
142.76,5,City Center,479471.97
185.14,8,Suburban,455090.73
104.83,4,Suburban,246294.78
111.86,4,Suburban,261117.57
96.73,5,Rural,151406.76
79.41,4,City Center,278736.19
94.03,3,Suburban,226754.8
71.04,3,Suburban,166707.78
121.36,5,Downtown,484318.69
89.2,4,Industrial,170816.61
129.35,4,Industrial,239288.15
57.76,3,Industrial,114428.26
133.24,5,Downtown,511537.23
153.34,6,Rural,210279.16
40.25,3,Downtown,163865.01
134.96,6,Suburban,325080.53
169.11,7,City Center,572832.28
71.61,2,Suburban,163016.72
186.9,8,Suburban,457990.79
136.76,5,City Center,469016.28
91.8,3,Industrial,167670.29
117.77,5,Downtown,462832.33
142.33,6,Rural,211587.08
123.04,5,Suburban,292567.43
141.55,6,Suburban,352394.48
83.17,3,Rural,116861.06
126.77,5,Downtown,496162.52
63.45,3,Suburban,162274.84
115.55,5,Rural,167549.96
83.84,4,Suburban,211121.39
90.58,4,Industrial,178284.2
169.44,7,Industrial,333413.59
163.65,6,Suburban,391249.81
144.37,6,Suburban,339748.05
76.31,3,Industrial,139151.23
107.34,4,Suburban,253060.32
168.52,7,Downtown,664211.68
125.67,5,Downtown,498675.37
212.77,8,City Center,726655.54
135.73,5,Downtown,519764.5
127.68,5,Suburban,309264.93
107.64,4,Suburban,245930.68
125.34,5,Rural,183040.64
113.9,5,Downtown,446035.22
148.32,6,Industrial,275405.52
158.27,7,Industrial,315858.14
88.56,3,City Center,304084.26
66.75,2,Rural,87682.68
46.55,1,Industrial,70642.68
140.32,6,City Center,485468.96
75.87,4,Downtown,307817.68
33.88,1,Rural,38618.38
135.54,5,Rural,178296.14
219.72,8,Suburban,515944.96
119.76,5,Downtown,470709.07
153.54,6,Rural,218444.63
123.27,4,City Center,404504.52
116.04,5,Industrial,230651.62
156.76,6,Downtown,616058.71
108.39,4,Downtown,427057.56
130.7,5,Rural,189104.69
132.87,5,Rural,192384.91
93.28,4,Rural,135041.38
159.68,6,City Center,533266.08
113.0,5,Suburban,281330.22
89.77,4,Rural,123441.19
141.46,5,Suburban,327861.79
84.06,4,Suburban,210588.56
121.13,4,Downtown,471933.36
119.64,5,Industrial,237738.86
163.44,7,Industrial,317344.73
138.99,6,City Center,471551.79
119.0,5,City Center,407807.76
152.71,7,Industrial,307798.98
175.61,6,Industrial,321340.45
142.31,6,Downtown,563418.44
120.41,5,Downtown,468569.37
67.53,3,Industrial,135563.83
77.4,4,Rural,112114.45
107.79,4,Rural,145872.01
95.62,4,Downtown,379218.29
112.52,4,Suburban,271396.3
122.27,6,Industrial,244263.0
141.19,6,City Center,492624.13
117.18,4,Rural,164111.05
139.46,6,Suburban,341544.13
122.58,5,Rural,165939.98
40.98,1,Suburban,95669.67
82.43,3,Industrial,145563.88
114.24,5,Industrial,224001.75
71.61,4,Industrial,144099.32
144.0,6,Downtown,556691.02
181.23,8,Suburban,446635.07
168.75,6,City Center,566373.42
111.46,4,City Center,381191.86
179.63,7,Industrial,346162.57
125.95,5,City Center,427558.09
106.52,4,Rural,136572.56
95.46,4,Suburban,234900.79
107.9,4,Suburban,261154.43
104.47,4,Suburban,253997.85
126.82,5,Rural,169963.65
126.42,5,Downtown,486017.36
120.12,5,Rural,160842.84
137.48,5,Suburban,327224.05
167.63,7,Suburban,412020.7
157.98,6,Suburban,385165.33
60.6,2,City Center,199238.24
30.0,1,Downtown,118788.0
157.37,7,Rural,231379.8
65.32,2,Suburban,151728.7
111.01,4,Industrial,210860.08
73.2,4,Downtown,293299.18
47.92,1,Industrial,82792.17
141.66,5,Downtown,536063.78
150.37,6,Suburban,359523.41
96.94,3,Downtown,366824.54
30.0,1,Downtown,124639.0
98.15,5,Suburban,245247.44
135.67,5,Industrial,255277.24
60.84,1,Industrial,110806.31
127.33,4,City Center,422953.19
119.39,5,Industrial,235941.41
143.17,6,Industrial,270040.49
124.78,5,Downtown,486532.25
81.08,4,City Center,275590.73
167.86,7,Suburban,403130.72
113.66,5,Suburban,284962.63
118.91,5,Rural,173264.82
82.67,2,City Center,264330.84
102.27,4,Downtown,393877.48
84.61,3,Rural,122573.89
113.08,4,Rural,154112.16
188.47,7,Suburban,454818.68
65.12,3,Industrial,130688.93
55.46,3,Downtown,224679.4
178.85,7,City Center,609519.44
111.63,5,Rural,153836.05
93.24,4,Downtown,368389.82
161.6,6,Suburban,380420.37
95.78,4,Rural,135075.38
193.04,8,Rural,271721.39
147.12,7,Suburban,362430.07
100.48,3,Suburban,229234.09
206.29,8,Suburban,487956.66
95.77,4,Downtown,371349.91
149.68,6,Downtown,584813.35
131.97,6,Downtown,527901.96
172.07,7,Industrial,334960.48
182.46,7,Rural,257607.45
121.28,5,Downtown,481701.58
89.86,4,Industrial,165980.93
138.4,5,Rural,184859.89
92.89,4,Downtown,372984.85
200.54,7,Suburban,472534.98
125.46,5,City Center,430436.24
105.39,4,Downtown,406186.98
127.39,6,City Center,448776.64
66.11,3,Downtown,251729.32
81.14,3,Suburban,187509.88
168.02,7,City Center,581382.67
93.72,3,Industrial,170664.34
78.12,3,Suburban,183285.12
141.47,5,City Center,472446.33
167.43,7,City Center,577238.5
148.76,6,Suburban,349813.26
159.84,7,Suburban,397374.81
89.73,4,Suburban,222159.39
63.13,2,Rural,75906.57
180.05,7,Industrial,343786.02
107.09,4,Downtown,418049.82
109.97,4,City Center,367218.04
173.13,7,Downtown,685667.18
142.25,6,Suburban,348029.4
138.24,5,Industrial,252688.27
206.6,8,Industrial,389430.14
94.26,4,Rural,131761.27
157.11,6,Suburban,365876.21
122.28,4,City Center,410313.57
130.74,6,Rural,183605.69
181.14,7,Suburban,423194.47
140.31,5,Rural,192757.43
141.53,5,Downtown,543714.45
162.9,6,Suburban,381249.59
105.4,5,City Center,359016.67
86.43,4,City Center,292715.84
78.21,3,Suburban,185705.26
41.35,2,Rural,54066.74
202.25,8,Industrial,384264.43
75.87,4,Suburban,201380.33
111.15,5,City Center,388705.57
108.93,4,Downtown,412034.14
132.3,5,City Center,453528.8
152.63,5,Industrial,272969.23
154.42,5,City Center,509997.82
96.68,3,Industrial,168669.35
113.32,5,Suburban,280210.26
131.3,5,City Center,441569.59
110.05,4,Rural,143303.35
184.29,7,Rural,249561.82
139.64,6,City Center,480697.99
149.4,6,City Center,511674.33
146.52,5,Downtown,567934.38
166.94,7,City Center,568378.86
127.24,4,Downtown,491330.02
68.13,3,Downtown,272834.53
135.99,6,Downtown,528108.31
93.95,3,Downtown,357548.03
98.86,4,Suburban,235598.67
143.45,6,Rural,203550.56
169.53,6,Downtown,648833.63
120.85,5,Rural,161338.86
132.35,5,Downtown,521442.62
188.09,8,Rural,263710.6
129.63,5,City Center,448395.38
224.07,8,City Center,745975.97
142.62,5,Rural,189066.39
49.57,1,Downtown,193329.21
150.13,5,Suburban,348839.33
135.25,6,Rural,193079.34
171.59,7,Industrial,327643.17
146.93,6,Suburban,356270.51
114.46,4,Industrial,206579.64
71.03,2,Rural,100402.07
111.64,4,Downtown,440567.74
85.98,4,Industrial,175573.77
96.78,3,Rural,132463.06
143.54,6,Suburban,337703.27
186.8,7,Downtown,727422.63
135.79,5,Industrial,246250.29
72.16,3,Rural,98473.68
137.78,5,Downtown,541383.37
167.87,7,Downtown,650318.41
95.61,4,City Center,324652.05
114.64,5,Downtown,453371.6
120.59,4,Rural,170280.53
88.6,3,Suburban,201262.13
145.93,6,City Center,503883.65
115.16,5,Rural,162843.07
136.78,5,Rural,192350.3
84.5,3,Rural,111008.31
102.5,4,Industrial,200360.5
148.9,6,Industrial,283775.88
105.09,3,Suburban,242517.35
189.08,7,Rural,260966.55
104.01,4,Industrial,205755.83
128.99,6,Industrial,247308.08
157.3,8,Industrial,323742.45
63.27,2,Suburban,152787.74
49.57,1,Suburban,115928.3
58.97,3,Rural,80889.75
170.5,7,City Center,574369.09
97.93,4,Rural,134997.67
222.33,8,Industrial,419014.96
97.43,4,Industrial,178196.14
127.38,5,Downtown,494051.18
181.68,7,Rural,244652.4
200.24,8,Industrial,379301.57
202.46,8,Industrial,374291.21
168.33,7,City Center,580454.95
160.96,6,Downtown,626625.75
143.7,6,Rural,198975.08
151.13,7,Suburban,380494.89
97.95,3,Rural,128818.57
87.27,4,Rural,129640.04
119.87,4,City Center,408641.07
113.19,5,Rural,161866.62
101.87,4,City Center,354635.63
147.86,7,City Center,519028.49
158.21,7,Industrial,308821.31
123.54,4,Suburban,292696.55
179.1,8,City Center,621673.61
74.33,4,Downtown,295531.52
112.25,5,Downtown,445454.68
91.33,3,Suburban,206479.21
45.34,2,City Center,156406.61
116.69,5,Suburban,283259.55
115.13,4,Industrial,206303.15
180.54,8,Downtown,708760.96
145.23,6,Rural,196250.47
79.03,2,Downtown,304308.84
194.16,8,City Center,662101.11
168.84,7,Suburban,400182.7
143.28,6,Downtown,554160.68
110.94,4,Rural,150518.64
81.62,4,Rural,116852.43
105.11,5,Suburban,260478.46
163.55,7,Suburban,391933.89
195.38,8,Downtown,755388.08
181.73,7,City Center,620239.22
100.45,4,Industrial,195718.03
75.22,3,Rural,113744.3
125.64,5,Suburban,309817.9
49.26,2,Industrial,103289.64
132.93,6,Industrial,265030.06
114.1,5,Industrial,225427.84
101.36,4,City Center,337498.62
56.21,3,Suburban,152366.75
140.54,5,Rural,199614.0
98.69,4,Suburban,229715.93
73.2,3,Downtown,282277.64
30.0,1,Rural,48040.0
118.9,5,Suburban,283836.81
190.89,6,Rural,249473.06
186.45,7,Downtown,717865.29
101.72,4,Rural,132012.15
95.91,4,Industrial,191337.28
138.75,5,City Center,461446.91
80.06,2,Downtown,296031.04
132.07,5,Rural,184868.68
150.64,6,Downtown,594130.24
169.08,7,Industrial,316610.99
115.99,5,City Center,404458.51
111.85,5,Downtown,444397.67
84.88,4,Industrial,163714.04
86.92,3,Industrial,151107.18
110.94,4,Industrial,202736.27
134.69,5,Rural,187248.62
156.54,6,Suburban,368185.77
87.87,4,Downtown,350122.95
179.71,8,Suburban,433441.09
109.16,5,Industrial,215979.58
119.15,5,Suburban,283347.62
90.11,4,Industrial,182657.3
30.0,1,Industrial,50305.0
155.36,7,City Center,537999.45
149.47,6,City Center,505095.27
108.75,5,Suburban,267056.8
122.68,6,Downtown,494694.7
140.64,6,Suburban,347492.14
57.5,2,Downtown,213248.58
98.84,5,Suburban,250416.79
151.77,6,Rural,216372.59
69.83,2,Rural,92431.42
131.74,6,Downtown,525085.11
65.74,2,City Center,224357.18
138.66,6,Downtown,548843.2
118.57,5,Suburban,286292.68
55.39,2,Industrial,104206.09
166.59,6,Rural,222280.57
90.62,4,Industrial,172983.51
87.59,3,Rural,112068.9
128.02,5,Suburban,300243.54
165.95,7,Rural,235036.49
79.37,3,Downtown,312852.95
122.47,4,Industrial,217905.79
137.15,6,Industrial,259369.99
147.72,6,Suburban,348991.45
127.06,6,Industrial,256010.49
105.32,4,Suburban,246228.77
86.9,3,City Center,292522.17
123.45,5,Downtown,478176.14
77.11,3,Rural,97875.44
30.0,1,Rural,32407.0
137.46,6,Rural,188347.39
156.16,6,City Center,521115.18
30.0,1,Downtown,116125.0
79.61,4,Industrial,150884.16
144.77,6,Industrial,280515.26
202.3,8,Downtown,785064.37
120.83,4,Downtown,459234.12
90.88,5,Rural,139814.88
112.68,4,Industrial,201454.21
175.0,7,Downtown,684167.7
94.16,4,Industrial,183980.15
88.03,4,Downtown,347421.12
100.69,4,Suburban,247259.52
81.87,2,Rural,107638.86
124.91,5,Downtown,487806.84
184.99,7,City Center,632699.42
132.92,5,Downtown,524095.1
109.91,4,Suburban,261004.72
108.33,5,City Center,382552.65
57.47,3,City Center,207698.1
155.32,6,Downtown,597722.37
116.89,6,Suburban,290001.02
112.78,5,City Center,381173.41
247.72,8,Rural,335856.3
131.95,6,Rural,193005.12
89.93,5,Industrial,188687.54
102.95,3,Industrial,181970.54
165.94,7,Suburban,411523.66
124.53,4,City Center,418197.45
62.47,3,Rural,93750.88
156.77,6,Rural,207832.16
93.27,4,Suburban,229892.47
194.93,7,City Center,660693.73
163.2,6,Suburban,379135.85
102.11,4,Downtown,389246.93
171.24,8,Rural,245960.65
122.71,5,Suburban,287397.44
154.11,6,Suburban,370376.89
139.39,5,Downtown,539732.59
86.15,4,Industrial,175920.6
94.26,4,Rural,127975.01
161.2,6,Suburban,373770.87
106.61,4,Rural,145287.99
103.85,4,Industrial,202615.09
81.8,3,Suburban,197017.19
136.94,5,Downtown,521243.87
202.5,8,Rural,274868.0
77.3,3,Downtown,301973.39
120.97,4,Industrial,228084.17
176.49,8,Industrial,354620.23
116.81,4,Rural,163676.34
138.09,5,Industrial,266286.31
77.5,3,City Center,265167.78
137.13,6,Rural,195100.28
112.51,5,City Center,393834.69
159.43,6,Industrial,303886.8
167.5,7,Rural,228863.44
223.58,8,City Center,742973.64
143.19,6,Industrial,276465.99
133.03,5,Suburban,309675.71
127.78,5,Suburban,307749.74
105.87,4,Downtown,410590.72
133.54,5,Suburban,318647.71
108.18,5,City Center,365610.83
126.74,4,Suburban,301504.88
172.7,8,Rural,255818.9
79.74,3,Rural,117933.3
165.6,7,Rural,227788.14
172.68,7,Suburban,421920.21
115.28,4,Suburban,276682.52
35.13,2,Downtown,137122.31
95.69,2,Industrial,172458.68
171.88,7,Downtown,665447.24
119.09,4,City Center,395761.83
80.03,3,Rural,105977.91
99.81,4,Suburban,238532.01
153.62,6,Industrial,294578.2
141.87,6,Industrial,274341.01
110.44,5,Suburban,277039.43
105.33,4,Downtown,400953.58
104.33,4,Industrial,193124.51
83.1,3,Downtown,321555.57
184.62,8,Suburban,454008.06
107.11,5,Downtown,426400.13
168.69,7,Rural,242102.34
180.85,7,Suburban,440112.28
159.93,6,Suburban,386597.87
102.74,4,Industrial,192731.78
136.15,5,Industrial,252583.81
119.03,5,Industrial,230559.26
83.85,4,Rural,121804.93
132.97,5,Rural,176275.37
72.84,3,City Center,249742.23
167.51,7,Suburban,401833.35
101.42,4,Industrial,193904.96
128.05,5,Suburban,298861.77
131.33,4,Downtown,500152.3
109.64,4,Rural,158207.8
143.47,6,City Center,483748.26
101.0,4,Downtown,386178.49
154.85,6,Suburban,370487.78
66.16,3,Rural,98526.81
125.06,5,Industrial,246508.77
197.56,7,Downtown,760775.06
79.99,4,Rural,115426.75
92.89,4,Suburban,222890.4
140.56,5,Suburban,340233.63
127.18,5,Downtown,503956.45
134.03,6,Downtown,536859.21
139.57,6,Downtown,549981.2
145.39,5,City Center,485795.58
164.39,6,Industrial,316330.99
136.39,5,Rural,191925.75
110.35,4,Suburban,269522.39
146.9,6,Suburban,355170.9
196.0,8,Industrial,376091.92
114.69,5,Downtown,442747.28
81.02,3,Downtown,308769.9
164.28,7,Suburban,402078.45
115.18,5,Industrial,213461.13
33.09,2,Suburban,82626.44
153.9,6,Downtown,600374.03
98.59,3,Rural,121673.87
116.38,5,Downtown,457192.34
133.28,6,Rural,201776.21
127.62,5,City Center,440200.96
148.38,7,Industrial,288345.11
102.58,5,City Center,363770.64
140.52,6,Downtown,549913.81
109.62,5,Industrial,207521.2
149.55,6,Downtown,592624.47
144.61,5,Industrial,271743.05
82.58,3,Industrial,151455.68
163.44,7,Downtown,641049.5
98.56,4,Downtown,375852.12
152.32,6,Industrial,290403.47
134.69,5,Industrial,248052.24
193.53,8,Downtown,761875.71
111.06,5,Downtown,448182.76
106.03,4,Suburban,259313.66
119.22,5,Suburban,290899.43
107.87,4,Suburban,253253.62
152.0,6,City Center,506549.03
55.35,2,Industrial,101921.36
77.85,4,Rural,108569.7
77.29,3,City Center,255528.65
158.01,8,Industrial,320909.46
188.42,7,Rural,258760.53
115.82,4,Suburban,276658.06
113.25,4,Rural,149794.13
122.8,4,Downtown,465003.3
166.48,6,Downtown,651065.96
82.91,3,Industrial,156329.81
129.53,5,City Center,447171.28
159.01,6,Suburban,387335.81
140.04,6,Industrial,275281.65
127.58,5,Suburban,305772.53
160.04,6,Downtown,616837.45
30.0,2,City Center,107045.0
147.12,6,City Center,501832.04
93.84,4,Downtown,377626.4
46.77,2,Rural,58011.68
140.45,5,City Center,471653.31
174.95,6,Rural,244373.34
114.5,5,Suburban,275476.12
158.11,7,City Center,553815.95
184.49,8,Downtown,719276.96
172.6,7,Rural,237889.58
185.6,8,Suburban,460434.16
149.69,6,Suburban,362181.2
123.02,5,City Center,427281.04
55.92,3,City Center,194126.1
110.16,3,Industrial,198547.25
86.27,4,Industrial,162587.2
206.84,8,City Center,704811.13
112.96,5,Industrial,226293.85
124.93,6,Downtown,493008.67
142.06,5,Downtown,544467.95
121.74,5,Industrial,223066.15
187.8,8,City Center,647113.12
95.09,3,Downtown,354744.09
127.78,5,Suburban,304683.6
90.3,3,City Center,297979.53
67.2,3,Rural,102013.1
95.53,4,Rural,125844.24
118.52,5,City Center,400348.58
102.83,5,Industrial,212001.87
92.3,4,Downtown,372260.06
63.75,3,Downtown,244377.56
116.68,5,City Center,399346.33
59.81,2,Suburban,142816.37
150.4,6,Industrial,294912.36
123.3,5,Suburban,290063.18
61.7,2,City Center,208967.82
107.63,5,City Center,375545.91
89.91,3,Suburban,214309.49
132.77,5,Rural,177175.98
